0.0145233,0.0146083,0.0147079,0.0147875,0.0148667,0.0149178,0.0149529,0.0149463,0.0149499,0.0149452,0.0149763,0.0149593,0.0148307,0.0146633,0.0145216,0.0143971,0.0142612,0.0142034,0.0141394,0.0140287,0.0139281,0.0138275,0.0137163,0.0136025,0.0135598,0.0134275,0.0133977,0.0133802,0.0134459,0.0131214
0.0144679,0.0145843,0.0146475,0.0147663,0.0148161,0.0148653,0.0149209,0.0149251,0.0149095,0.0149049,0.0149068,0.0149345,0.0148571,0.0146541,0.0144961,0.0143804,0.0142238,0.0141583,0.0141181,0.0139948,0.0138814,0.0137702,0.0136717,0.0135432,0.0134905,0.0134138,0.013313,0.0132142,0.0131474,0.0129542
0.0144491,0.0145443,0.0145692,0.014617,0.0147861,0.0148079,0.0148462,0.0148591,0.0148394,0.0148479,0.014849,0.0148818,0.0147983,0.0146227,0.0144817,0.0143624,0.0142183,0.0141392,0.0140806,0.0140043,0.0138777,0.013769,0.0136481,0.0135363,0.0134342,0.0133597,0.0131384,0.0130685,0.0130343,0.0128121
0.0143492,0.0144243,0.0145033,0.014524,0.014619,0.0147202,0.0147715,0.014815,0.0147872,0.0147916,0.0147632,0.0148076,0.0147358,0.0145858,0.014429,0.0143171,0.014204,0.0140642,0.0140057,0.0139421,0.0138713,0.0137271,0.0136154,0.0134761,0.0133567,0.0132709,0.0131226,0.0129197,0.0129068,0.0128096
0.0142702,0.0143943,0.0144678,0.0144679,0.0145357,0.0146272,0.0146295,0.0146715,0.0147356,0.0147217,0.0146741,0.0146913,0.0147002,0.014587,0.0144278,0.0142829,0.0141478,0.0139991,0.0139093,0.0138554,0.0137629,0.0136289,0.0134926,0.0133467,0.0132322,0.0131723,0.013023,0.0128297,0.0128009,0.0127531
0.0142283,0.0143258,0.0143893,0.0143957,0.0144534,0.0145013,0.0145658,0.0146211,0.0145985,0.0146582,0.014585,0.0146093,0.0146366,0.0145172,0.0144188,0.0142604,0.0141287,0.0139922,0.0138994,0.0138282,0.0137294,0.0135752,0.0134461,0.0132544,0.0130836,0.0129498,0.0128352,0.0127524,0.0127081,0.0125872
0.0141045,0.0141685,0.0142573,0.0142735,0.0143379,0.0143949,0.0144549,0.0145203,0.0145487,0.0145413,0.0145195,0.0145088,0.014534,0.0144836,0.0143838,0.0142394,0.0141253,0.0139796,0.0138762,0.0137749,0.0136713,0.0135281,0.0133735,0.0131927,0.0130052,0.012862,0.0127183,0.0127168,0.0126797,0.0125281
0.0139792,0.0140603,0.01412,0.0141978,0.0142496,0.0143144,0.0143716,0.0144169,0.0144371,0.0144325,0.0144134,0.0143652,0.0144438,0.0144353,0.0143347,0.0142036,0.0141044,0.0139545,0.0138011,0.0137094,0.0135606,0.0134978,0.0133092,0.0131303,0.0129656,0.0128129,0.0127504,0.0126795,0.0126532,0.012563
0.0138374,0.0139319,0.0140551,0.0141163,0.0141517,0.0142006,0.0142567,0.0143249,0.0143571,0.0143363,0.0143156,0.0142573,0.01429,0.0143713,0.0143293,0.0142014,0.0140727,0.0139475,0.0138062,0.0136703,0.0135417,0.013419,0.0132895,0.0131357,0.0129681,0.0128249,0.0127209,0.0126715,0.0127143,0.0126064
0.0136878,0.0138474,0.0139616,0.014018,0.0140769,0.0140915,0.0141662,0.0142158,0.0142905,0.0142671,0.0142309,0.0142031,0.0142062,0.0142687,0.0142456,0.014149,0.0140406,0.0139404,0.0138404,0.0136946,0.0135711,0.0134038,0.0132956,0.0131652,0.0129908,0.0128291,0.0127165,0.0126544,0.0127105,0.0126217
0.013611,0.0137274,0.0138498,0.0139181,0.0139908,0.0140255,0.0140928,0.0141197,0.014194,0.0142205,0.0141935,0.0141533,0.0141203,0.0141675,0.0141848,0.0141213,0.0140128,0.0139311,0.0137861,0.0136706,0.0135441,0.0133912,0.0132687,0.0131636,0.0130232,0.0128384,0.0127018,0.0126557,0.0127114,0.0125928
0.013476,0.0136177,0.0137313,0.0138206,0.0139191,0.0139618,0.0140059,0.0140474,0.0141023,0.0141325,0.0141609,0.0141053,0.0140644,0.0141033,0.014138,0.0140707,0.0139651,0.0138732,0.0137506,0.0136315,0.0135215,0.0133635,0.013253,0.0131225,0.0129648,0.0128176,0.0126987,0.0126457,0.0126753,0.0125121
0.0133465,0.0135243,0.013636,0.0137436,0.0138282,0.0139073,0.0139219,0.0140154,0.0140266,0.0140586,0.0140507,0.014036,0.0140332,0.0140251,0.014073,0.0140297,0.0139453,0.0138519,0.0137264,0.0136289,0.01349,0.0133392,0.0132143,0.0131015,0.0129521,0.012825,0.0127123,0.012627,0.0125956,0.0123812
0.0132342,0.0134092,0.0135553,0.0136327,0.0137326,0.0138037,0.0138574,0.0139305,0.0139602,0.0139844,0.0139849,0.013947,0.0139375,0.0139399,0.0139603,0.0139331,0.0138675,0.0137701,0.0136675,0.0135777,0.0134409,0.0133222,0.0131456,0.0130448,0.0128889,0.0127656,0.0126667,0.0126117,0.0125575,0.0123038
0.013114,0.0133004,0.0134516,0.0135296,0.0136699,0.0137259,0.0137983,0.0138265,0.0138948,0.0139042,0.0139134,0.0139425,0.0138887,0.0138669,0.0138827,0.0138865,0.0138256,0.0137174,0.0136209,0.0135275,0.0133799,0.0132431,0.0130852,0.012976,0.0128402,0.012729,0.0126295,0.0125391,0.0124991,0.0121474
0.0130408,0.0131712,0.0133439,0.0134512,0.0135999,0.0137019,0.0137463,0.0137737,0.0138166,0.0138279,0.013852,0.0138401,0.0138159,0.0137918,0.0138231,0.0137894,0.0137499,0.013693,0.0136041,0.0134907,0.0133651,0.0132119,0.0130787,0.0129313,0.0128177,0.0127006,0.0125821,0.0124752,0.0123901,0.0121351
0.0129021,0.0131087,0.0132625,0.0133913,0.0134957,0.0136055,0.0136726,0.0137187,0.0137728,0.0138021,0.0138134,0.0138128,0.0137565,0.0137358,0.0137091,0.0136971,0.0136607,0.0135975,0.0135519,0.0134751,0.0133446,0.0131866,0.0130281,0.0128892,0.0127772,0.0126645,0.0125228,0.0124023,0.0123696,0.0120631
0.0128223,0.0129986,0.0132125,0.0133539,0.0134451,0.0135392,0.0136008,0.0136486,0.0137085,0.0137317,0.0137494,0.013783,0.0137514,0.0136792,0.0136564,0.0136406,0.0136022,0.0135402,0.0134795,0.0133772,0.0132515,0.013122,0.0129718,0.012847,0.0127667,0.0126133,0.0124873,0.0124288,0.0123453,0.0120273
0.0127119,0.0129213,0.0131301,0.0132906,0.0134006,0.0134818,0.0135557,0.013602,0.0136162,0.0136701,0.0136854,0.0136952,0.0137013,0.0136673,0.0136291,0.0135917,0.0135779,0.0135029,0.0134297,0.0133336,0.0132309,0.0131457,0.0130187,0.0128859,0.0127379,0.0126087,0.0124908,0.0123554,0.0122987,0.0119899
0.0126481,0.0128456,0.0130425,0.0132106,0.0133212,0.0134025,0.0135126,0.0135619,0.0135824,0.0136133,0.0136156,0.0136293,0.0136116,0.0135602,0.0135167,0.013483,0.0134861,0.0134297,0.0133474,0.0132883,0.0131845,0.0130968,0.0129678,0.0128815,0.0126774,0.0125661,0.0124585,0.0124026,0.0123693,0.0118724
0.0126229,0.0128215,0.0129889,0.0131406,0.0132426,0.0133213,0.0134456,0.013498,0.0135474,0.0135869,0.0135822,0.0135865,0.0135854,0.013545,0.0134763,0.0134453,0.0134035,0.0133773,0.0132967,0.0132071,0.0130976,0.0129982,0.0129139,0.0127901,0.012686,0.0125902,0.0124944,0.0124293,0.01231,0.0117458
0.0125174,0.0127014,0.0129042,0.0130655,0.0132273,0.0132945,0.0133776,0.0134236,0.0134377,0.0134987,0.0135397,0.0135774,0.0135652,0.0135376,0.0134667,0.0134354,0.0133697,0.0133377,0.0132875,0.013176,0.0130742,0.0129553,0.0128707,0.012777,0.0127061,0.0125978,0.0124811,0.0124508,0.0122435,0.0117609
0.0124746,0.0126112,0.0128456,0.013029,0.0131809,0.0132723,0.0133531,0.0134121,0.0134384,0.0134625,0.0134937,0.0134883,0.0134902,0.0134974,0.0134406,0.013394,0.0133582,0.0132994,0.0132447,0.0131601,0.013046,0.0129544,0.0128744,0.0127556,0.0126479,0.0125427,0.0124486,0.0123988,0.0121389,0.0116813
0.0124201,0.0125823,0.0127851,0.0129385,0.0131256,0.0132089,0.0133238,0.01341,0.0134214,0.0134495,0.0134873,0.0134762,0.0134362,0.0134207,0.0133903,0.0133095,0.0132768,0.0132028,0.013148,0.0131002,0.0129816,0.0128784,0.0128044,0.012692,0.0125859,0.0124889,0.0124291,0.0123254,0.0121737,0.0117092
0.0123304,0.0125205,0.0127349,0.0129233,0.0130555,0.0131275,0.0132214,0.0133256,0.0133654,0.013418,0.013438,0.0134371,0.0134175,0.0134115,0.0134003,0.0133078,0.0132706,0.0132132,0.0131176,0.0130522,0.0129639,0.0128716,0.012787,0.0126899,0.0126242,0.0125167,0.0124083,0.0123209,0.0121482,0.0117422
0.0122869,0.0124404,0.0126637,0.0128975,0.0130402,0.0131082,0.0131795,0.0132492,0.0132991,0.0133282,0.0133639,0.0133818,0.0134066,0.0133951,0.0133526,0.0133086,0.0132425,0.0131819,0.0131119,0.0130386,0.0129535,0.0128718,0.0127854,0.0126789,0.0125984,0.0124741,0.0123563,0.0123087,0.0121843,0.0117574
0.0122662,0.0123841,0.012616,0.0128173,0.012986,0.0130937,0.0131694,0.0132172,0.0132622,0.0132922,0.0132994,0.0133068,0.0133454,0.0132932,0.0132726,0.0132205,0.0131841,0.0131303,0.0130708,0.0129847,0.0128969,0.0128238,0.012722,0.0126248,0.0125198,0.0124152,0.012329,0.0122848,0.012197,0.0117517
0.0122401,0.0123328,0.0125663,0.0127494,0.0129277,0.0130393,0.0131446,0.0132078,0.0132286,0.0132626,0.0132951,0.0133173,0.0133174,0.0132726,0.0132306,0.013192,0.0131343,0.0130974,0.0130244,0.01293,0.0128477,0.0127782,0.0126926,0.0126347,0.0125328,0.0124025,0.0123417,0.0122942,0.0122049,0.0118069
0.0121349,0.0123243,0.0125461,0.0127226,0.0128747,0.0130208,0.0130688,0.0131345,0.0131985,0.0132307,0.0132852,0.0132847,0.0132958,0.0132531,0.0132291,0.0131775,0.0131158,0.0130794,0.0129952,0.0129388,0.0128557,0.012778,0.0126805,0.0126155,0.0125099,0.0124188,0.0123374,0.0122322,0.0121679,0.0118272
0.0121197,0.0122493,0.012495,0.0126935,0.0128736,0.012986,0.0130533,0.0130796,0.013144,0.0131819,0.0132425,0.0132424,0.0132564,0.0132104,0.0131939,0.0131493,0.0130918,0.013032,0.0129686,0.012918,0.0128386,0.0127586,0.0126694,0.0125558,0.0124559,0.0123699,0.0122623,0.0122591,0.0122377,0.0118681
0.0121069,0.0122222,0.0124086,0.0126303,0.0128333,0.0129716,0.0130444,0.0130979,0.0131292,0.0131711,0.0132074,0.0132086,0.0132004,0.0131787,0.0131447,0.0131029,0.013035,0.012983,0.0129288,0.0128445,0.0127614,0.0126618,0.0125904,0.0124994,0.0123897,0.0123369,0.0122706,0.0122149,0.0122061,0.0118025
0.0120961,0.0121988,0.0123694,0.0125604,0.0127578,0.0128914,0.0130148,0.0130603,0.0131197,0.0131488,0.0131734,0.0131806,0.0131783,0.0131546,0.0131255,0.0130833,0.013022,0.0129507,0.0128756,0.0128116,0.0127194,0.0126455,0.0125728,0.0125078,0.0124053,0.0123363,0.0122707,0.0122544,0.0121696,0.011806
0.0120568,0.012171,0.012368,0.0125373,0.012682,0.0128009,0.0129227,0.0129951,0.0130146,0.0130756,0.013123,0.0131399,0.0131582,0.0131419,0.0131148,0.0130419,0.0130003,0.012928,0.0128613,0.0127819,0.012705,0.012641,0.0125592,0.0124972,0.0124003,0.0123143,0.012215,0.012173,0.0121367,0.011864
0.012024,0.012138,0.0123266,0.0125291,0.0126581,0.0128029,0.0128898,0.0129547,0.0129536,0.0129959,0.0130304,0.0130577,0.0130739,0.0130487,0.0130305,0.0129781,0.0129383,0.0128712,0.0127992,0.0127133,0.0126602,0.0125709,0.0125132,0.0124264,0.0123402,0.0122685,0.012188,0.0121401,0.0121287,0.0118556
0.0120267,0.0121256,0.0122697,0.0124736,0.0126246,0.0127777,0.0128675,0.0129469,0.0129524,0.0130015,0.01304,0.0130431,0.0130404,0.0130222,0.0129834,0.0129401,0.0128829,0.0128156,0.0127637,0.0126686,0.0126143,0.012522,0.0124635,0.0124012,0.0123428,0.0122833,0.0121858,0.0121469,0.0121365,0.0118496
0.0120744,0.0121019,0.0122495,0.0124174,0.0125802,0.0127321,0.0128268,0.012908,0.0129317,0.0129692,0.0130173,0.0130344,0.0130206,0.0130096,0.0129867,0.0129372,0.0128782,0.012815,0.0127381,0.012687,0.0126077,0.0125258,0.0124564,0.0123943,0.0123296,0.0122724,0.0121727,0.0121282,0.012085,0.01183
